# ----------------------------------------
# 全部网站数据
# 热门事件
# 20190717-20190720
# ----------------------------------------

事件标签,事件总数,唯一身份事件数,事件价值,平均价值
2620048470981360497_2019/7/20 21:50:58_15%_12,1,1,0,0.00
2620048470981360497_2019/7/20 21:50:58_2%_4,1,1,0,0.00
2620048470981360497_2019/7/20 21:50:58_21%_15,1,1,0,0.00
2620048470981360497_2019/7/20 21:50:58_34%_18,1,1,0,0.00
2620048470981360497_2019/7/20 21:50:58_38%_21,1,1,0,0.00
2620048470981360497_2019/7/20 21:50:58_4%_5,1,1,0,0.00
2620048470981360497_2019/7/20 21:50:58_5%_6,1,1,0,0.00
2620048470981360497_2019/7/20 21:50:58_55%_22,1,1,0,0.00
2620048470981360497_2019/7/20 21:50:58_65%_25,1,1,0,0.00
2620048470981455582_2019/7/19 17:29:48_12%_10,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_14%_16,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_19%_17,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_26%_18,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_27%_24,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_31%_25,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_32%_25,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_33%_33,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_34%_49,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_35%_56,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_38%_60,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_39%_61,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_41%_63,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_43%_73,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_45%_76,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_46%_80,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_60%_85,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_65%_85,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_8%_13,1,1,0,0.00
2620048470981491387_2019/7/19 22:11:9_95%_88,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_1%_6,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_100%_37,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_11%_11,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_15%_13,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_21%_14,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_25%_18,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_32%_20,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_33%_24,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_5%_7,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_52%_25,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_55%_27,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_62%_28,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_73%_29,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_8%_9,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_82%_30,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_91%_31,1,1,0,0.00
2620048470981563072_2019/7/20 22:55:58_93%_34,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_10%_16,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_100%_77,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_14%_17,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_17%_19,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_20%_20,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_27%_24,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_3%_8,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_30%_25,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_34%_32,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_38%_34,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_41%_37,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_42%_40,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_43%_41,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_46%_46,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_51%_47,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_52%_50,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_55%_52,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_60%_53,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_64%_54,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_67%_57,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_7%_12,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_70%_59,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_74%_61,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_78%_65,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_86%_67,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_87%_70,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_92%_74,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_96%_75,1,1,0,0.00
2620048470981802687_2019/7/19 21:45:10_98%_76,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_100%_4,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_102%_93,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_17%_10,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_17%_49,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_18%_10,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_28%_51,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_29%_50,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_29%_62,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_32%_70,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_33%_68,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_35%_77,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_61%_78,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_79%_82,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_82%_81,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_82%_91,1,1,0,0.00
2620048470982012987_2019/7/20 8:27:23_98%_98,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_1%_5,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_10%_13,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_100%_83,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_12%_14,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_15%_16,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_16%_17,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_17%_18,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_19%_19,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_20%_20,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_21%_20,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_22%_21,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_23%_22,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_24%_22,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_26%_25,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_28%_48,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_29%_49,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_3%_6,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_30%_50,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_32%_50,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_33%_51,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_35%_52,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_37%_53,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_4%_7,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_40%_58,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_41%_59,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_42%_61,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_44%_61,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_59%_64,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_6%_8,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_67%_65,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_69%_69,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_7%_9,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_70%_69,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_72%_70,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_77%_72,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_78%_79,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_79%_80,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_8%_12,1,1,0,0.00
2620048470982020192_2019/7/20 9:17:47_88%_81,1,1,0,0.00
2620048470982078699_2019/7/20 20:22:40_14%_17,1,1,0,0.00
2620048470982078699_2019/7/20 20:22:40_7%_15,1,1,0,0.00
2620048470982078699_2019/7/20 20:22:40_9%_16,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_12%_28,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_14%_29,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_15%_30,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_18%_33,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_2%_11,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_20%_34,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_21%_35,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_23%_44,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_26%_47,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_27%_54,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_28%_54,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_30%_58,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_31%_63,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_32%_64,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_33%_76,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_35%_93,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_37%_101,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_38%_110,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_40%_111,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_41%_113,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_43%_128,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_47%_137,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_48%_143,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_5%_12,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_54%_144,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_6%_26,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_7%_26,1,1,0,0.00
2620048470982181272_2019/7/19 22:15:31_9%_27,1,1,0,0.00
2620048470982952765_2019/7/20 22:39:22_100%_8,1,1,0,0.00
2620048470982977407_2019/7/20 19:26:7_-13%_4,1,1,0,0.00
2620048470982977407_2019/7/20 19:26:7_100%_3,1,1,0,0.00
2620048470983066187_2019/7/20 13:51:40_-175%_10,1,1,0,0.00
2620048470983066187_2019/7/20 13:51:40_100%_9,1,1,0,0.00
2620048470983066187_2019/7/20 13:51:40_819%_22,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_-986%_1369,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_11%_984,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_22%_989,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_23%_990,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_2706%_1364,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_32%_994,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_36%_996,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_37%_996,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_38%_997,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_40%_997,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_42%_1003,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_444%_1374,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_5%_921,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_56%_1006,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_66%_1009,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_71%_1169,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_72%_1171,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_79%_1270,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_8%_984,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_8%_986,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_92%_1275,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_95%_1276,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_97%_1277,1,1,0,0.00
2620048470983344805_2019/7/19 20:21:55_99%_1279,1,1,0,0.00
2620048470983375768_2019/7/20 23:43:4_100%_4,1,1,0,0.00
2620048470984053720_2019/7/20 0:13:19_100%_14,1,1,0,0.00
2620048470984053720_2019/7/20 0:13:19_52%_13,1,1,0,0.00
2620048470984053720_2019/7/20 0:13:19_NaN%_24,1,1,0,0.00
2620048470984452203_2019/7/19 21:22:35_100%_6,1,1,0,0.00
2620048470984452203_2019/7/19 21:22:35_NaN%_7,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_1%_5,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_100%_108,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_11%_17,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_13%_18,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_14%_19,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_15%_21,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_17%_22,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_20%_23,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_24%_32,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_27%_36,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_3%_6,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_30%_37,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_31%_44,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_33%_45,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_35%_53,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_37%_53,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_40%_55,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_43%_60,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_44%_65,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_48%_66,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_5%_12,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_51%_67,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_55%_71,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_62%_73,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_64%_79,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_68%_80,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_70%_83,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_76%_84,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_79%_88,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_8%_13,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_81%_92,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_82%_97,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_86%_98,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_89%_102,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_9%_14,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_94%_105,1,1,0,0.00
3123375669438919508_2019/7/19 20:47:33_98%_107,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_1%_5,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_100%_59,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_13%_12,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_16%_12,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_19%_15,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_2%_7,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_22%_16,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_26%_19,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_30%_19,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_34%_21,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_36%_23,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_41%_24,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_47%_24,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_5%_8,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_53%_25,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_57%_31,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_6%_8,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_60%_32,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_63%_34,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_67%_36,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_70%_40,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_74%_42,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_77%_44,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_83%_45,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_85%_47,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_89%_54,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_9%_11,1,1,0,0.00
3123375669439004482_2019/7/19 17:33:55_93%_55,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_100%_44,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_101%_43,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_101%_46,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_16%_15,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_21%_17,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_25%_21,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_28%_25,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_3%_12,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_32%_27,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_36%_29,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_41%_30,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_45%_31,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_51%_36,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_61%_37,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_67%_39,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_77%_40,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_9%_13,1,1,0,0.00
3123375669439537874_2019/7/18 13:34:26_93%_42,1,1,0,0.00
3123375669439537874_2019/7/20 20:3:36_1%_4,1,1,0,0.00
3123375669439537874_2019/7/20 20:3:36_4%_4,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_100%_66,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_12%_7,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_13%_8,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_15%_9,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_18%_9,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_2%_5,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_20%_10,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_22%_13,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_23%_14,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_25%_15,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_26%_16,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_28%_17,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_29%_18,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_30%_20,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_32%_22,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_33%_23,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_34%_24,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_35%_25,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_38%_27,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_39%_29,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_41%_29,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_42%_30,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_43%_31,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_45%_33,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_49%_36,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_5%_6,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_53%_37,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_58%_37,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_60%_39,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_61%_40,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_62%_43,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_64%_44,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_66%_47,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_67%_48,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_68%_50,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_69%_50,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_71%_52,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_73%_54,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_74%_54,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_76%_55,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_83%_56,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_84%_57,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_85%_58,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_86%_59,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_87%_59,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_88%_61,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_95%_64,1,1,0,0.00
3123375669439763523_2019/7/20 21:57:47_96%_65,1,1,0,0.00
3123767259527572825_2019/7/20 0:13:17_12%_28,1,1,0,0.00
3123767259527572825_2019/7/20 0:13:17_14%_34,1,1,0,0.00
3123767259527572825_2019/7/20 0:13:17_18%_41,1,1,0,0.00
3123767259527572825_2019/7/20 0:13:17_2%_17,1,1,0,0.00
3123767259527572825_2019/7/20 0:13:17_23%_49,1,1,0,0.00
3123767259527572825_2019/7/20 0:13:17_26%_56,1,1,0,0.00
3123767259527572825_2019/7/20 0:13:17_32%_61,1,1,0,0.00
3123767259527572825_2019/7/20 0:13:17_36%_84,1,1,0,0.00
3123767259527572825_2019/7/20 0:13:17_43%_95,1,1,0,0.00
3123767259527572825_2019/7/20 0:13:17_47%_102,1,1,0,0.00
3123767259527572825_2019/7/20 0:13:17_73%_115,1,1,0,0.00
3123767259527572825_2019/7/20 0:13:17_96%_126,1,1,0,0.00
3123767259528173090_2019/7/17 16:23:38_2%_1,1,1,0,0.00
3123767259528173090_2019/7/18 12:50:54_100%_5,1,1,0,0.00
3123767259528173090_2019/7/18 12:50:54_3%_2,1,1,0,0.00
3123767259528173090_2019/7/18 12:51:1_19%_6,1,1,0,0.00
3123767259528173090_2019/7/18 12:51:1_3%_4,1,1,0,0.00
3123767259528173090_2019/7/18 12:51:1_90%_9,1,1,0,0.00
3123767259528173090_2019/7/18 12:51:1_93%_15,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_1%_6,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_100%_36,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_12%_10,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_2%_6,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_23%_11,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_32%_13,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_37%_16,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_4%_7,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_43%_17,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_57%_18,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_58%_18,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_76%_21,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_78%_21,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_89%_25,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_90%_32,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_94%_33,1,1,0,0.00
3123767259528397264_2019/7/20 21:7:45_96%_35,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_100%_89,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_11%_23,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_16%_23,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_2%_7,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_23%_24,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_24%_26,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_3%_8,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_31%_27,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_33%_28,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_36%_36,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_37%_38,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_39%_39,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_4%_11,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_41%_40,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_43%_41,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_46%_45,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_47%_50,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_49%_51,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_5%_19,1,1,0,0.00
3123767259529944463_2019/7/20 10:33:6_52%_51,1,1,0,0.00
